folder,filename,path,database,width,height,depth,segmented,name,pose,truncated,difficult,xmin,ymin,xmax,ymax,ID,Date,Time,Lon,Lat,Altitude,North,Azimuth,Cam. Maker,Cam. Model,Title,Comment,Path,RelPath,Timestamp,Images,Link,Description,SENTIDO,geometry,index_right,COMPRIMENTO,KM,KM ESTACA,OFFSET
CRESCENTE,G0059024.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059024.JPG,Unknown,3341,2923,3,0,CamAET_200x100_M,Unspecified,0,0,2152,1172,2391,1305,990d3557-50d5-48dd-8e82-ff0010f9d026,2025-05-09,13:45:56,-38.5031085,-4.0604582,50.862,,,GoPro,HERO11 Black,DCIM\104GOPRO\G0059024.JPG,,D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059024.JPG,D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059024.JPG,2025-05-09 13:45:56,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059024.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059024.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059024.JPG"">G0059024.JPG</a>",CRESCENTE,POINT (555154.4098997109 9551172.895603303),9,9.999999999942919,0.1,0+100,5.8
CRESCENTE,G0059033.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059033.JPG,Unknown,3341,2923,3,0,A-2a,Unspecified,0,0,2623,916,3018,1266,3f1e72b5-8cc2-405d-8081-7cf20451ca84,2025-05-09,13:46:05,-38.5024248,-4.060704399972222,50.808,,,GoPro,HERO11 Black,DCIM\104GOPRO\G0059033.JPG,,D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059033.JPG,D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059033.JPG,2025-05-09 13:46:05,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059033.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059033.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059033.JPG"">G0059033.JPG</a>",CRESCENTE,POINT (555230.2850116063 9551145.634078784),17,9.999999999942919,0.18,0+180,5.8
CRESCENTE,G0059041.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059041.JPG,Unknown,3341,2923,3,0,R-19.6,Unspecified,0,0,2383,1076,2638,1256,6f2e6135-e5a2-4c33-a3df-64db7384a741,2025-05-09,13:46:13,-38.5018108,-4.060923999972222,51.24,,,GoPro,HERO11 Black,DCIM\104GOPRO\G0059041.JPG,,D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059041.JPG,D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059041.JPG,2025-05-09 13:46:13,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\104GOPRO\G0059041.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059041.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\104GOPRO\G0059041.JPG"">G0059041.JPG</a>",CRESCENTE,POINT (555298.42508142 9551121.317603834),24,9.999999999729095,0.25,0+250,5.8
CRESCENTE,G0059195.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059195.JPG,Unknown,3341,2923,3,0,R-19.8,Unspecified,0,0,2141,1155,2281,1289,7640bb98-e275-4953-bbf7-159ea118564c,2025-05-09,13:48:47,-38.4997392,-4.060994599972222,44.81,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059195.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059195.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059195.JPG,2025-05-09 13:48:47,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059195.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059195.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059195.JPG"">G0059195.JPG</a>",CRESCENTE,POINT (555528.3712718411 9551113.371600823),48,10.000000000091566,0.49,0+490,5.8
CRESCENTE,G0059330.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059330.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2375,1053,2570,1225,9b4f8dc7-f8fa-4776-b0a4-6a34d0ecb558,2025-05-09,13:51:02,-38.49563789997222,-4.060270499972222,49.82,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059330.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059330.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059330.JPG,2025-05-09 13:51:02,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059330.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059330.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059330.JPG"">G0059330.JPG</a>",CRESCENTE,POINT (555983.6724069042 9551193.130871508),94,10.000000000001828,0.95,0+950,5.8
CRESCENTE,G0059419.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059419.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2493,1086,2713,1281,e5d5675b-2ebe-4ac7-aa4a-74d9ef8fb5e9,2025-05-09,13:52:31,-38.49036019997222,-4.059807199972222,51.216,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059419.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059419.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059419.JPG,2025-05-09 13:52:31,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059419.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059419.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059419.JPG"">G0059419.JPG</a>",CRESCENTE,POINT (556569.5392305444 9551243.976975104),153,10.000000000086816,1.54,1+540,5.8
CRESCENTE,G0059494.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059494.JPG,Unknown,3341,2923,3,0,R-19.6,Unspecified,0,0,2673,1101,2968,1356,b0de9ba8-db18-4f56-bc51-b14164a35f39,2025-05-09,13:53:46,-38.4816112,-4.0606362,47.525,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059494.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059494.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059494.JPG,2025-05-09 13:53:46,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059494.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059494.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059494.JPG"">G0059494.JPG</a>",CRESCENTE,POINT (557540.6374932821 9551151.72237181),251,10.000000000065453,2.52,2+520,5.8
CRESCENTE,G0059506.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059506.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2207,1166,2349,1301,0ffcd001-e0de-45da-bedc-30f7f8287d95,2025-05-09,13:53:58,-38.48054299997222,-4.0607065,48.532,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059506.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059506.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059506.JPG,2025-05-09 13:53:58,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059506.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059506.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059506.JPG"">G0059506.JPG</a>",CRESCENTE,POINT (557659.2048716451 9551143.875352725),262,10.000000000065453,2.63,2+630,5.8
CRESCENTE,G0059515.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059515.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2259,1172,2541,1319,6129e837-7ac4-42df-a3c0-4f00fdce964f,2025-05-09,13:54:07,-38.4797954,-4.060748,49.215,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059515.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059515.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059515.JPG,2025-05-09 13:54:07,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059515.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059515.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059515.JPG"">G0059515.JPG</a>",CRESCENTE,POINT (557742.1870385656 9551139.234619217),271,9.999999999983363,2.72,2+720,5.8
CRESCENTE,G0059550.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059550.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2220,1131,2350,1261,3ce4bc83-b375-440e-b4ef-2c2111a8e168,2025-05-09,13:54:42,-38.476306,-4.0609934,48.473,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059550.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059550.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059550.JPG,2025-05-09 13:54:42,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059550.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059550.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059550.JPG"">G0059550.JPG</a>",CRESCENTE,POINT (558129.5000820636 9551111.85817752),310,9.9999999998615,3.11,3+110,5.8
CRESCENTE,G0059570.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059570.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2773,991,3248,1306,324a456e-362b-4e70-bbaa-2f0f45961edf,2025-05-09,13:55:02,-38.4742625,-4.061293499972222,48.338,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059570.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059570.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059570.JPG,2025-05-09 13:55:02,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059570.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059570.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059570.JPG"">G0059570.JPG</a>",CRESCENTE,POINT (558356.3112731769 9551078.53793334),333,9.9999999998615,3.34,3+340,5.8
CRESCENTE,G0059688.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059688.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2515,1135,2700,1298,273095a2-87e3-46ad-abe8-b6cdbadcd8ec,2025-05-09,13:57:00,-38.4693672,-4.0633064999999995,43.397,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059688.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059688.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059688.JPG,2025-05-09 13:57:00,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059688.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059688.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059688.JPG"">G0059688.JPG</a>",CRESCENTE,POINT (558899.5538589535 9550855.665439496),392,10.000000000119137,3.93,3+930,5.8
CRESCENTE,G0059730.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059730.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2358,1303,2407,1393,122e484b-d030-4436-a0df-974eb27b3de6,2025-05-09,13:57:42,-38.465166899972225,-4.065446699972222,33.399,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059730.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059730.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059730.JPG,2025-05-09 13:57:42,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059730.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059730.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059730.JPG"">G0059730.JPG</a>",CRESCENTE,POINT (559365.6386401325 9550618.779644795),445,10.000000000009523,4.46,4+460,5.8
CRESCENTE,G0059751.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059751.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2720,1026,2998,1278,b2e0dda6-4494-4468-abf3-357dc1f5b22a,2025-05-09,13:58:03,-38.4625975,-4.0655133,34.724,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059751.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059751.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059751.JPG,2025-05-09 13:58:03,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059751.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059751.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059751.JPG"">G0059751.JPG</a>",CRESCENTE,POINT (559650.841443153 9550611.228441225),473,9.999999999962643,4.74,4+740,5.8
CRESCENTE,G0059754.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059754.JPG,Unknown,3341,2923,3,0,A-2b,Unspecified,0,0,2115,1100,2285,1263,69e6b162-7177-4f50-a1a2-ec4ac6f3dccb,2025-05-09,13:58:06,-38.46223049997222,-4.0655209999999995,35.157,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059754.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059754.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059754.JPG,2025-05-09 13:58:06,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059754.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059754.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059754.JPG"">G0059754.JPG</a>",CRESCENTE,POINT (559691.5785006733 9550610.350179987),477,10.000000000009523,4.78,4+780,5.8
CRESCENTE,G0059853.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059853.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2371,1117,2559,1319,c7544efd-b0de-474e-9b22-61c1bc47f695,2025-05-09,13:59:46,-38.4587044,-4.0663586,33.309,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059853.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059853.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059853.JPG,2025-05-09 13:59:46,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059853.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059853.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059853.JPG"">G0059853.JPG</a>",CRESCENTE,POINT (560082.9196598862 9550517.500108182),518,9.999999999839794,5.19,5+190,5.8
